cbsa_code,cbsa,top5_80,top5_90,top5_00,top5_10,top5_20
41060,"St. Cloud, MN",McKinley & Railroad Parks | Southside-University | Seberger-Roosevelt | Saint John Cantius,McKinley & Railroad Parks | Southside-University | Seberger-Roosevelt | Saint John Cantius,McKinley & Railroad Parks | Southside-University | Seberger-Roosevelt | Saint John Cantius,McKinley & Railroad Parks | Southside-University | Seberger-Roosevelt | Saint John Cantius,McKinley & Railroad Parks | Southside-University | Seberger-Roosevelt | Saint John Cantius
41100,"St. George, UT",,,,,
41140,"St. Joseph, MO-KS",,,,,
41180,"St. Louis, MO-IL",Central West End | Lafayette Square | Downtown West | Lindenwood Park | Boulevard Heights,Compton Heights | Kosciusko | Benton Park | Fox Park | Boulevard Heights,Near North Riverfront | Lindenwood Park | North Hampton | Holly Hills | Boulevard Heights,Clifton Heights | Tower Grove South | Southwest Garden | Downtown West | Central West End,The Ville | Benton Park West | Wells-Goodfellow | Botanical Heights (formerly McRee Town) | Boulevard Heights
41220,"St. Marys, GA",,,,,
41260,"St. Marys, PA",,,,,
41400,"Salem, OH",,,,,
41420,"Salem, OR",North Lancaster | Sunnyslope | Southeast Mill Creek | Southwest | South Gateway,South Central | Southwest | Southeast Mill Creek | North Lancaster | South Gateway,North Lancaster | Sunnyslope | Southeast Mill Creek | Southwest | South Gateway,North Lancaster | Sunnyslope | Southeast Mill Creek | Southwest | South Gateway,Southeast Salem | Northgate | North Lancaster | Southwest | South Gateway
41460,"Salina, KS",,,,,
41500,"Salinas, CA",Casanovsa Oak Knoll | Del Monte Park | Pacific Grove Retreat | Old Town | Monterey Vista,Casanovsa Oak Knoll | Del Monte Park | Pacific Grove Retreat | Old Town | Monterey Vista,Casanovsa Oak Knoll | Del Monte Park | Pacific Grove Retreat | Old Town | Monterey Vista,Casanovsa Oak Knoll | Del Monte Park | Pacific Grove Retreat | Old Town | Monterey Vista,Casanovsa Oak Knoll | Del Monte Park | Pacific Grove Retreat | Old Town | Monterey Vista
41540,"Salisbury, MD-DE",Camden Avenue | Doverdale/Church Street | West Side | North Ocean City | Boardwalk/Inlet,Camden Avenue | Doverdale/Church Street | West Side | North Ocean City | Boardwalk/Inlet,Camden Avenue | Doverdale/Church Street | West Side | North Ocean City | Boardwalk/Inlet,Camden Avenue | Doverdale/Church Street | West Side | North Ocean City | Boardwalk/Inlet,Camden Avenue | Doverdale/Church Street | West Side | North Ocean City | Boardwalk/Inlet
41620,"Salt Lake City, UT",Greater Avenues | East Central | Central City | East Bench | Sugar House,East Central | Capitol Hill | Central City | East Bench | Sugar House,Downtown | East Bench | Greater Avenues | Yalecrest | Sugar House,Capitol Hill | People's Freeway | East Central | East Bench | Sugar House,East Central | Central City | Yalecrest | East Bench | Sugar House
41660,"San Angelo, TX",Angelo Heights | Sunset | Bonham | Bluffs | Santa Rita,Rio Vista | Bluffs | Bonham | Angelo Heights | Santa Rita,Reagan | Blackshear | Angelo Heights | Bluffs | Santa Rita,Rio Vista | Bluffs | Bonham | Angelo Heights | Santa Rita,Fort Concho | Reagan | Angelo Heights | Bluffs | Santa Rita
41700,"San Antonio-New Braunfels, TX",Heritage | Hunters Chase II | Sierra Springs | Greater Harmony Hills | Alamo Farmsteads-Babcock Road,King William | Greater Harmony Hills | Sierra Springs | Heritage | Alamo Farmsteads-Babcock Road,Heritage | Hunters Chase II | Sierra Springs | Greater Harmony Hills | Alamo Farmsteads-Babcock Road,Third World | Alta Vista | Sunrise Neighborhood Coalition | Five Points | Alamo Farmsteads-Babcock Road,Prospect Hill | Los Angeles Heights - Keystone | Memorial Heights | Highland Park | Tobin Hill
41740,"San Diego-Chula Vista-Carlsbad, CA",Ocean Beach | Hillcrest | Bay Ho | Roseville - Fleet Ridge | Sabre Springs,North Park | Balboa Park | University Heights | Adams North | Sabre Springs,North Park | Golden Hill | Encanto | Horton Plaza | Sabre Springs,Sherman Heights | Kensington | Castle | Barrio Logan | Golden Hill,North Park | Northside | Corridor | Valencia Park | Linda Vista
41760,"Sandpoint, ID",,,,,
41780,"Sandusky, OH",,,,,
41820,"Sanford, NC",,,,,
41860,"San Francisco-Oakland-Berkeley, CA",Noe Valley | Mission San Jose | Sequoyah | Grand Lake | Mountain View Cemetery,Bernal Heights | Western Addition | Shafter | South Beach | Mountain View Cemetery,Van Ness - Civic Center | South of Market | Temescal | Mission | Western Addition,Paradise Park | Cleveland Heights | Santa Fe | Gaskill | Bushrod,Bayview | Ralph Bunche | Clinton | Prescott | Tennyson-Alquire
41900,"San Germ‡n, PR",,,,,
41940,"San Jose-Sunnyvale-Santa Clara, CA",Edenvale - Seven Trees | Midtown | Old Palo Alto | West San Jose | Cambrian Park,Old Mountain View | Shoreline West | West Murphy | West San Jose | Cambrian Park,Almaden Valley | Downtown | Edenvale - Seven Trees | West San Jose | Cambrian Park,Downtown | Fairgrounds | Edenvale - Seven Trees | Lakewood | Alviso,East San Jose | Fairgrounds | Blossom Valley | Downtown | North Valley
41980,"San Juan-Bayam—n-Caguas, PR",Sabana Llana Norte | Quebrada Arenas | Hato Rey Norte | El Cinco | Santurce,Sabana Llana Norte | Quebrada Arenas | Hato Rey Norte | El Cinco | Santurce,Sabana Llana Norte | Quebrada Arenas | Hato Rey Norte | El Cinco | Santurce,Sabana Llana Norte | Quebrada Arenas | Hato Rey Norte | El Cinco | Santurce,Sabana Llana Norte | Quebrada Arenas | Hato Rey Norte | El Cinco | Santurce
42020,"San Luis Obispo-Paso Robles, CA",,,,,
42100,"Santa Cruz-Watsonville, CA",,,,,
42140,"Santa Fe, NM",Don Gaspar | San Mateo | San Acacio | Arroyo Chamisa | Candlelight,Don Gaspar | San Mateo | San Acacio | Arroyo Chamisa | Candlelight,Don Gaspar | San Mateo | San Acacio | Arroyo Chamisa | Candlelight,Don Gaspar | San Mateo | San Acacio | Arroyo Chamisa | Candlelight,Barrio La Canada | Arroyo Chamisa | San Acacio | Don Gaspar | Candlelight
42180,"Santa Isabel, PR",,,,,
42200,"Santa Maria-Santa Barbara, CA",Hitchcock | Alta Mesa | Oak Park | Laguna | Westside,Hitchcock | Alta Mesa | Oak Park | Laguna | Westside,Hitchcock | Alta Mesa | Oak Park | Laguna | Westside,Hitchcock | Alta Mesa | Oak Park | Laguna | Westside,Hitchcock | Alta Mesa | Oak Park | Laguna | Westside
42220,"Santa Rosa-Petaluma, CA",,,,,
42300,"Sault Ste. Marie, MI",,,,,
42340,"Savannah, GA",Paradise Park | Windsor Forest | Abercorn Heights/Lamara Heights/Ridgewood | South Historic District | Oakdale,Paradise Park | Windsor Forest | Abercorn Heights/Lamara Heights/Ridgewood | South Historic District | Oakdale,Paradise Park | Windsor Forest | Abercorn Heights/Lamara Heights/Ridgewood | South Historic District | Oakdale,Midtown | Thomas Square | Metropolitan | Eastside | Oakdale,Benjamin Van Clark Park | Hillcrest Area | Carver Heights | South Historic District | Oakdale
42380,"Sayre, PA",,,,,
42420,"Scottsbluff, NE",,,,,
42460,"Scottsboro, AL",,,,,
42500,"Scottsburg, IN",,,,,
42540,"Scranton--Wilkes-Barre, PA",Hill Section | Providence | South Side | Pinebrook | Hyde Park,West Mountain | Pinebrook | South Side | Hill Section | Hyde Park,Miners' Mills | Pinebrook | South Side | Hill Section | Hyde Park,Hill Section | Providence | South Side | Pinebrook | Hyde Park,Parsons | Downtown | Hill Section | Pinebrook | Hyde Park
42620,"Searcy, AR",,,,,
42660,"Seattle-Tacoma-Bellevue, WA",Capitol Hill | South Lake Union | East Queen Anne | North Queen Anne | Ravenna,Wallingford | Fremont | Greenwood | Capitol Hill | First Hill,North End | Garfield | Brighton | Downtown | Pioneer Square,New Tacoma | High Point | Highland Park | West End | Portage Bay,South Delridge | Falcon Ridge | First Hill | High Point | North Beacon Hill
42680,"Sebastian-Vero Beach, FL",,,,,
42700,"Sebring-Avon Park, FL",,,,,
42740,"Sedalia, MO",,,,,
42780,"Selinsgrove, PA",,,,,
42820,"Selma, AL",,,,,
42860,"Seneca, SC",,,,,
42900,"Seneca Falls, NY",,,,,
42940,"Sevierville, TN",,,,,
42980,"Seymour, IN",,,,,
43020,"Shawano, WI",,,,,
43060,"Shawnee, OK",,,,,
43100,"Sheboygan, WI",,,,,
43140,"Shelby, NC",,,,,
43180,"Shelbyville, TN",,,,,
43220,"Shelton, WA",,,,,
43260,"Sheridan, WY",,,,,
43300,"Sherman-Denison, TX",,,,,
43320,"Show Low, AZ",,,,,
43340,"Shreveport-Bossier City, LA","Martin Luther King Dr. Area | Country Club Hills, Lakeshore Shopping | Caddo Heights, South Highlands | Springlake, University Terrace | Broadmoor, Anderson Island, Shreve Isle.","Airport, Pines Road | Springlake, University Terrace | Caddo Heights, South Highlands | Country Club Hills, Lakeshore Shopping | Broadmoor, Anderson Island, Shreve Isle.","Springlake, University Terrace | Highland, Stoner Hill | Caddo Heights, South Highlands | Country Club Hills, Lakeshore Shopping | Broadmoor, Anderson Island, Shreve Isle.","Springlake, University Terrace | Highland, Stoner Hill | Caddo Heights, South Highlands | Country Club Hills, Lakeshore Shopping | Broadmoor, Anderson Island, Shreve Isle.","Allendale, Lakeside | Mooretown and Hollywood Heights | Highland, Stoner Hill | Country Club Hills, Lakeshore Shopping | Queensborough"
43380,"Sidney, OH",,,,,
43420,"Sierra Vista-Douglas, AZ",,,,,
43460,"Sikeston, MO",,,,,
43500,"Silver City, NM",,,,,
43580,"Sioux City, IA-NE-SD",,,,,
43620,"Sioux Falls, SD",Agustana/USF/Sanford | All Saints | Emerson/ West 12th ST | Pettigrew Heights,Agustana/USF/Sanford | All Saints | Emerson/ West 12th ST | Pettigrew Heights,Agustana/USF/Sanford | All Saints | Emerson/ West 12th ST | Pettigrew Heights,Agustana/USF/Sanford | All Saints | Emerson/ West 12th ST | Pettigrew Heights,Emerson/ West 12th ST | All Saints | Agustana/USF/Sanford | Pettigrew Heights
43660,"Snyder, TX",,,,,
43700,"Somerset, KY",,,,,
43740,"Somerset, PA",,,,,
43760,"Sonora, CA",,,,,
43780,"South Bend-Mishawaka, IN-MI",North Shore Triangle | Northeast | Keller Park | Twyckenham Hills | FNW,North Shore Triangle | Northeast | Keller Park | Twyckenham Hills | FNW,North Shore Triangle | Northeast | Keller Park | Twyckenham Hills | FNW,Howard Park-East Bank | Near Westside Neighborhood | North Shore Triangle | Twyckenham Hills | FNW,North Shore Triangle | Northeast | Keller Park | Twyckenham Hills | FNW
43900,"Spartanburg, SC",Forest Park | Duncan Park | Converse Heights | Hampton Heights | Washington Heights,Forest Park | Duncan Park | Converse Heights | Hampton Heights | Washington Heights,Forest Park | Duncan Park | Converse Heights | Hampton Heights | Washington Heights,Forest Park | Duncan Park | Converse Heights | Hampton Heights | Washington Heights,Forest Park | Hampton Heights | Duncan Park | Converse Heights | Washington Heights
43940,"Spearfish, SD",,,,,
43980,"Spencer, IA",,,,,
44020,"Spirit Lake, IA",,,,,
44060,"Spokane-Spokane Valley, WA",Nevada-Lidgerwood | Riverside | West Hills | Latah Valley | Manito-Cannon Hill,Cliff-Cannon | Latah Valley | West Hills | Nevada-Lidgerwood | Manito-Cannon Hill,Nevada-Lidgerwood | Riverside | West Hills | Latah Valley | Manito-Cannon Hill,East Central | Latah Valley | West Hills | Nevada-Lidgerwood | Manito-Cannon Hill,West Central | Nevada-Lidgerwood | West Hills | Latah Valley | Manito-Cannon Hill
44100,"Springfield, IL",Cobbelstone Estates | Historic West Side | Harvard Park | Enos Park | Iles Park,Westchester | Enos Park | Harvard Park | Cobbelstone Estates | Iles Park,Pioneer Park | Enos Park | Harvard Park | Cobbelstone Estates | Iles Park,Cobbelstone Estates | Historic West Side | Harvard Park | Enos Park | Iles Park,Enos Park | Cobbelstone Estates | Historic West Side | Harvard Park | Iles Park
44140,"Springfield, MA",East Springfield | Sixteen Acres | Forest Park | Metro Center | Liberty Heights,East Springfield | Sixteen Acres | Forest Park | Metro Center | Liberty Heights,East Springfield | Sixteen Acres | Forest Park | Metro Center | Liberty Heights,East Springfield | Sixteen Acres | Forest Park | Metro Center | Liberty Heights,Metro Center | McKnight | Forest Park | Pine Point | Liberty Heights
44180,"Springfield, MO",Mark Twain | Meador Park | Ewing | Phelps Grove/University Heights | Oak Grove,Mark Twain | Meador Park | Ewing | Phelps Grove/University Heights | Oak Grove,Mark Twain | Meador Park | Ewing | Phelps Grove/University Heights | Oak Grove,Rountree/Walnut | Phelps Grove/University Heights | Ewing | Mark Twain | Oak Grove,Ewing | Weller | Fassnight | Phelps Grove/University Heights | Oak Grove
44220,"Springfield, OH",,,,,
44260,"Starkville, MS",,,,,
44300,"State College, PA",,,,,
44340,"Statesboro, GA",,,,,
44420,"Staunton, VA",,,,,
44460,"Steamboat Springs, CO",,,,,
44500,"Stephenville, TX",,,,,
44540,"Sterling, CO",,,,,
44580,"Sterling, IL",,,,,
44620,"Stevens Point, WI",,,,,
44660,"Stillwater, OK",,,,,
44700,"Stockton, CA",Stonewood | Weberstown | Kentfield | Weston Ranch | Fox Creek,Stonewood | Weberstown | Kentfield | Weston Ranch | Fox Creek,Van Buskirk | Stockton Metropolitan Airport | Stonewood | Weston Ranch | Fox Creek,Stonewood | Weberstown | Kentfield | Weston Ranch | Fox Creek,McKinley Park | Tam O'Shanter | Stonewood | Weston Ranch | Fox Creek
44740,"Storm Lake, IA",,,,,
44780,"Sturgis, MI",,,,,
44860,"Sulphur Springs, TX",,,,,
44900,"Summerville, GA",,,,,
44940,"Sumter, SC",,,,,
44980,"Sunbury, PA",,,,,
45000,"Susanville, CA",,,,,
45020,"Sweetwater, TX",,,,,
45060,"Syracuse, NY",Strathmore | University | South Valley | Wescott | Sedgwick,Eastwood | Wescott | South Valley | Strathmore | Sedgwick,Near Eastside | Far West-Side | Strathmore | Wescott | Sedgwick,Near Eastside | South Valley | Strathmore | Wescott | Sedgwick,Near Northeast | Skunk City | Washington Square | Near Westside | Sedgwick
45140,"Tahlequah, OK",,,,,
45180,"Talladega-Sylacauga, AL",,,,,
45220,"Tallahassee, FL",,,,,
45300,"Tampa-St. Petersburg-Clearwater, FL",Harbour Island | River Grove | Terrace Park | Channel District | Old Seminole Heights,North Hyde Park | Palma Ceia | Bon Air | Channel District | Old Seminole Heights,Tampa Heights | North Hyde Park | South Seminole Heights | East Tampa | Palmetto Beach,Lowry Park Central | Gandy-Sun Bay South | Fairoaks | East Ybor | South Seminole Heights,North Hyde Park | Forest Hills | Temple Crest | East Tampa | Carver City
45340,"Taos, NM",,,,,
45380,"Taylorville, IL",,,,,
45460,"Terre Haute, IN",,,,,
45500,"Texarkana, TX-AR",Rosehill | Highland Park | Beverly Heights,Rosehill | Highland Park | Beverly Heights,Rosehill | Highland Park | Beverly Heights,Rosehill | Highland Park | Beverly Heights,Beverly Heights | Rosehill | Highland Park
45520,"The Dalles, OR",,,,,
45540,"The Villages, FL",,,,,
45580,"Thomaston, GA",,,,,
45620,"Thomasville, GA",,,,,
45660,"Tiffin, OH",,,,,
45700,"Tifton, GA",,,,,
45740,"Toccoa, GA",,,,,
45780,"Toledo, OH",West Gate | Franklin Park | DeVeaux | Southwyck | Reynolds Corners,City Center | Southwyck | DeVeaux | West Gate | Reynolds Corners,West Gate | Franklin Park | DeVeaux | Southwyck | Reynolds Corners,Reynolds Corners | City Center | DeVeaux | West Gate | Southwyck,North River | Onyx | West Gate | Southwyck | Reynolds Corners
45820,"Topeka, KS",Likins Foster | Westboro | Greater Aubrundale | Central Highland Park | Highland Crest,Likins Foster | Westboro | Greater Aubrundale | Central Highland Park | Highland Crest,Likins Foster | Westboro | Greater Aubrundale | Central Highland Park | Highland Crest,Likins Foster | Westboro | Greater Aubrundale | Central Highland Park | Highland Crest,Highland Crest | Likins Foster | Westboro | Greater Aubrundale | Central Highland Park
45860,"Torrington, CT",Burrville | Torringford | Terryville | Terryville | North Canaan,Burrville | Torringford | Terryville | Terryville | North Canaan,Burrville | Torringford | Terryville | Terryville | North Canaan,Burrville | Torringford | Terryville | Terryville | North Canaan,Burrville | Torringford | Terryville | Terryville | North Canaan
45900,"Traverse City, MI",,,,,
45940,"Trenton-Princeton, NJ",Stuyvesant-Prospect | Hiltonia | Downtown | Wilbur I | Chestnut Park,Stuyvesant-Prospect | Hiltonia | Downtown | Wilbur I | Chestnut Park,Stuyvesant-Prospect | Hiltonia | Downtown | Wilbur I | Chestnut Park,Stuyvesant-Prospect | Hiltonia | Downtown | Wilbur I | Chestnut Park,South Trenton | Wilbur I | Downtown | Stuyvesant-Prospect | Chestnut Park
45980,"Troy, AL",,,,,
46020,"Truckee-Grass Valley, CA",,,,,
46060,"Tucson, AZ",Corbett | La Madera | Eastside | Lakeside Park | Rita Ranch,Midvale Park | Santa Cruz Southwest | Menlo Park | Sunnyside | El Rio Acres,Millville | Stella Mann | Barrio Santa Rosa | Dunbar Spring | Barrio Viejo,Millville | Northwest | Prince Tucson | Dunbar Spring | Rita Ranch,Flowing Wells | Lakeside Park | Eastside | Corbett | Rita Ranch
46100,"Tullahoma-Manchester, TN",,,,,
46140,"Tulsa, OK",Eugene Field | Lafortune Park Plaza - Key | Longview Lake | Cooper | Turner Park,Melrose Place | University Park | Cooper | Lafortune Park Plaza - Key | Turner Park,Cherry Street | Brookside | Cooper | Lafortune Park Plaza - Key | Turner Park,Lacy Park | Lafortune Park Plaza - Key | Longview Lake | Cooper | Turner Park,Crutchfield | Kendall - Tennants | Terrace Drive | Downtown | Cheyenne Park
46180,"Tupelo, MS",,,,,
46220,"Tuscaloosa, AL",Greater Alberta | University | West Tuscaloosa | Forest Lake,Greater Alberta | University | West Tuscaloosa | Forest Lake,Greater Alberta | University | West Tuscaloosa | Forest Lake,University | West Tuscaloosa | Greater Alberta | Forest Lake,West Tuscaloosa | Greater Alberta | University | Forest Lake
46300,"Twin Falls, ID",,,,,
46340,"Tyler, TX",,,,,
46380,"Ukiah, CA",,,,,
46420,"Union, SC",,,,,
46460,"Union City, TN",,,,,
46500,"Urbana, OH",,,,,
46520,"Urban Honolulu, HI",Kaimuki | Nuuanu-Punchbowl | Ala Moana-Kakaako | Manoa | Liliha-Kapalama,Ala Moana-Kakaako | McCully-Moiliili | Makiki-Lower Punchbowl-Tantalus | Manoa | Liliha-Kapalama,Kaimuki | Nuuanu-Punchbowl | Ala Moana-Kakaako | Manoa | Liliha-Kapalama,Waikiki | Manoa | Ala Moana-Kakaako | Kaimuki | Liliha-Kapalama,Downtown | McCully-Moiliili | Kaimuki | Manoa | Liliha-Kapalama
46540,"Utica-Rome, NY",,,,,
46620,"Uvalde, TX",,,,,
46660,"Valdosta, GA",Leila Ellis | West Side,Leila Ellis | West Side,West Side | Leila Ellis,Leila Ellis | West Side,West Side | Leila Ellis
46700,"Vallejo, CA",vallejo heights | Saint Vincents Hill Historic District,vallejo heights | Saint Vincents Hill Historic District,vallejo heights | Saint Vincents Hill Historic District,vallejo heights | Saint Vincents Hill Historic District,vallejo heights | Saint Vincents Hill Historic District
46780,"Van Wert, OH",,,,,
46820,"Vermillion, SD",,,,,
46860,"Vernal, UT",,,,,
46900,"Vernon, TX",,,,,
46980,"Vicksburg, MS",,,,,
47020,"Victoria, TX",,,,,
47080,"Vidalia, GA",,,,,
47180,"Vincennes, IN",,,,,
47220,"Vineland-Bridgeton, NJ",Cedarville,Cedarville,Cedarville,Cedarville,Cedarville
47240,"Vineyard Haven, MA",,,,,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Northampton | Buckroe | Magruder Area | Phoebus | Mercury Central,Bayside | Lafayette/Winona | East Ocean View | Pinewell | Mercury Central,East Ocean View | Phoebus | Magruder Area | Northampton | Mercury Central,East Ocean View | Great Neck | Beacon Light/Berkley | Seatack | Highland Park,Cavalier Manor | Fairmount Park | Ballentine Place | Monticello Village | Mercury Central
47300,"Visalia, CA",Downtown,Downtown,Downtown,Downtown,Downtown
47340,"Wabash, IN",,,,,
47380,"Waco, TX",Oakwood | Sanger Heights | Heart of Texas | Alta Vista | Kendrick,Oakwood | Sanger Heights | Heart of Texas | Alta Vista | Kendrick,Oakwood | Sanger Heights | Heart of Texas | Alta Vista | Kendrick,Oakwood | Alta Vista | Sanger Heights | Heart of Texas | Kendrick,Oakwood | Sanger Heights | Heart of Texas | Alta Vista | Kendrick
47420,"Wahpeton, ND-MN",,,,,
47460,"Walla Walla, WA",,,,,
47540,"Wapakoneta, OH",,,,,
47580,"Warner Robins, GA",,,,,
47620,"Warren, PA",,,,,
47660,"Warrensburg, MO",,,,,
47700,"Warsaw, IN",,,,,
47780,"Washington, IN",,,,,
47820,"Washington, NC",,,,,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Capitol Hill | Logan Circle | Mount Pleasant | Adams Morgan | Old Town,Town Center | Braddock Road Metro | Judiciary Square | Potomac West | Penn Quarter,Bloomingdale | Eckington | Kingman Park | Shaw | Downtown,Columbia Heights | Petworth | Near Northeast | Kingman Park | Capitol Hill,Petworth | Edgewood | Michigan Park | Southwest Waterfront | Kingman Park
47920,"Washington Court House, OH",,,,,
47940,"Waterloo-Cedar Falls, IA",Church Row Historic | Liberty Park | Park Haven | Riverfront | Gates Park,Church Row Historic | Liberty Park | Park Haven | Riverfront | Gates Park,Church Row Historic | Liberty Park | Park Haven | Riverfront | Gates Park,Church Row Historic | Liberty Park | Park Haven | Riverfront | Gates Park,Franklin Gateway | Riverfront | Park Haven | Church Row Historic | Gates Park
47980,"Watertown, SD",,,,,
48020,"Watertown-Fort Atkinson, WI",,,,,
48060,"Watertown-Fort Drum, NY",,,,,
48100,"Wauchula, FL",,,,,
48140,"Wausau-Weston, WI",,,,,
48180,"Waycross, GA",,,,,
48220,"Weatherford, OK",,,,,
48260,"Weirton-Steubenville, WV-OH",,,,,
48300,"Wenatchee, WA",,,,,
48460,"West Plains, MO",,,,,
48500,"West Point, MS",,,,,
48540,"Wheeling, WV-OH",,,,,
48580,"Whitewater, WI",Delavan Lake,Delavan Lake,Delavan Lake,Delavan Lake,Delavan Lake
48620,"Wichita, KS",Grandview Heights | Chisholm Creek | Benjamin Hills | Mead | Southwest,Grandview Heights | Chisholm Creek | Benjamin Hills | Mead | Southwest,Grandview Heights | Chisholm Creek | Benjamin Hills | Mead | Southwest,South Central Improvemen | Mead | Benjamin Hills | Grandview Heights | Southwest,Pueblo | Mead | Eastridge | Planeview United | Linwood
48660,"Wichita Falls, TX",,,,,
48700,"Williamsport, PA",,,,,
48780,"Williston, ND",,,,,
48820,"Willmar, MN",,,,,
48900,"Wilmington, NC",Silver Lake | Kings Grant | Silver Lake | Ogden | Murraysville,Silver Lake | Kings Grant | Silver Lake | Ogden | Murraysville,Silver Lake | Kings Grant | Silver Lake | Ogden | Murraysville,Silver Lake | Kings Grant | Silver Lake | Ogden | Murraysville,Silver Lake | Kings Grant | Silver Lake | Ogden | Murraysville
48940,"Wilmington, OH",,,,,
48980,"Wilson, NC",,,,,
49020,"Winchester, VA-WV",,,,,
49060,"Winfield, KS",,,,,
49080,"Winnemucca, NV",,,,,
49100,"Winona, MN",,,,,
49180,"Winston-Salem, NC",Downtown | Mountain View | South Fork | Moravian Forest | Northwoods Estate,Downtown | South Fork | Moravian Forest | Mountain View | Northwoods Estate,Downtown | South Fork | Moravian Forest | Mountain View | Northwoods Estate,Washington Park | Mountain View | Moravian Forest | Downtown | Northwoods Estate,Belview | East Winston | Downtown | Mountain View | Northwoods Estate
49220,"Wisconsin Rapids-Marshfield, WI",,,,,
49260,"Woodward, OK",,,,,
49300,"Wooster, OH",,,,,
49340,"Worcester, MA-CT",North Grosvenordale,North Grosvenordale,North Grosvenordale,North Grosvenordale,North Grosvenordale
49380,"Worthington, MN",,,,,
49420,"Yakima, WA",West Valley | Ahtanum,West Valley | Ahtanum,West Valley | Ahtanum,West Valley | Ahtanum,West Valley | Ahtanum
49460,"Yankton, SD",,,,,
49500,"Yauco, PR",,,,,
49620,"York-Hanover, PA",Springdale | Devers Area | Spry,Springdale | Devers Area | Spry,Springdale | Devers Area | Spry,Springdale | Devers Area | Spry,Springdale | Devers Area | Spry
49660,"Youngstown-Warren-Boardman, OH-PA",North Heights | Kirkmere | Brownlee Woods | Pleasant Grove | Schenley,North Heights | Kirkmere | Brownlee Woods | Pleasant Grove | Schenley,North Heights | Kirkmere | Brownlee Woods | Pleasant Grove | Schenley,North Heights | Kirkmere | Brownlee Woods | Pleasant Grove | Schenley,Erie | Wick Park | East Side | Pleasant Grove | Schenley
49700,"Yuba City, CA",,,,,
49740,"Yuma, AZ",,,,,
49780,"Zanesville, OH",,,,,
49820,"Zapata, TX",,,,,
